964 0364         ,*,90 4 391 1      ,070,14444 ,   ,009413             ,V201,   , 1 25,    1882, 6/01/16,     120, ,0000,      ,    1062,    24.9800,    36.0000,    25.9043
2014762          , ,2014762         ,095,00026 ,XE ,129992             ,210 ,   , 1 21,     550, 6/16/16,     110, ,0000,      ,     220,     1.8620,     2.0100,     1.9309
2014762          , ,2014762         ,095,00026 ,XE ,129992             ,210 ,   , 1 21,     550, 8/16/16,     110, ,0000,      ,     220,     1.8620,     2.0100,     1.9309
2014762          , ,2014762         ,095,00026 ,XE ,129992             ,210 ,   , 1 21,     550, 9/15/16,     110, ,0000,      ,     220,     1.8620,     2.0100,     1.9309
2014762          , ,2014762         ,095,00026 ,XE ,129992             ,210 ,   , 1 21,     550,11/15/16,     110, ,0000,      ,     220,     1.8620,     2.0100,     1.9309
2014762          , ,2014762         ,095,00026 ,XE ,129992             ,210 ,   , 1 21,     550,12/15/16,     110, ,0000,      ,     220,     1.8620,     2.0100,     1.9309
2016946 1        , ,2016946 1       ,095,00026 ,XE ,129992             ,155 ,   , 4 15,    1230, 9/15/16,     300, ,0000,      ,        ,     4.5285,     4.9000,     4.6961
2023548          , ,2023548         ,095,00026 ,XE ,129992             ,266 ,   , 4 15,    1148, 4/15/16,       1,*,0000,      ,        ,    50.2900,    54.4100,    52.1507
2023548          , ,2023548         ,095,00026 ,XE ,129992             ,266 ,   , 4 15,    1148, 5/02/16,     200, ,0000,      ,        ,    50.2900,    54.4100,    52.1507
2023548          , ,2023548         ,095,00026 ,XE ,129992             ,266 ,   , 4 15,    1148, 6/15/16,     200, ,0000,      ,        ,    50.2900,    54.4100,    52.1507
2023548          , ,2023548         ,095,00026 ,XE ,129992             ,266 ,   , 4 15,    1148, 7/15/16,     200, ,0000,      ,        ,    50.2900,    54.4100,    52.1507
2023548          , ,2023548         ,095,00026 ,XE ,129992             ,266 ,   , 4 15,    1148, 9/15/16,     200, ,0000,      ,        ,    50.2900,    54.4100,    52.1507
2023548          , ,2023548         ,095,00026 ,XE ,129992             ,266 ,   , 4 15,    1148,10/15/16,     200, ,0000,      ,        ,    50.2900,    54.4100,    52.1507
2023548          , ,2023548         ,095,00026 ,XE ,129992             ,266 ,   , 4 15,    1148,11/15/16,     100, ,0000,      ,        ,    50.2900,    54.4100,    52.1507
2023548          , ,2023548         ,095,00026 ,XE ,129992             ,266 ,   , 4 15,    1148,12/15/16,     100, ,0000,      ,        ,    50.2900,    54.4100,    52.1507
30185            ,*,30185           ,095,00026 ,XE ,129992             ,251 ,   , 3 24,   32775, 5/02/16,    1425, ,0000,      ,        ,      .1656,      .1800,      .1728
30185            , ,30185           ,095,00026 ,XE ,129992             ,251 ,   , 3 24,   32775, 7/02/16,    1425, ,0000,      ,        ,      .1656,      .1800,      .1728
30186            ,*,30186           ,095,00026 ,XE ,129992             ,250 ,   , 4 15,   25000, 6/15/16,    1000, ,0000,      ,        ,      .0559,      .0800,      .0580
30186            , ,30186           ,095,00026 ,XE ,129992             ,250 ,   , 4 15,   25000, 9/15/16,    1000, ,0000,      ,        ,      .0559,      .0800,      .0580
30258            , ,30258 P         ,095,00026 ,XE ,129992             ,985 ,   , 3  8,     200, 3/15/16,     260,*,0000,      ,        ,    27.7868,    29.7100,    29.0928
30258            , ,30258 P         ,095,00026 ,XE ,129992             ,985 ,   , 3  8,     200, 4/05/16,     260,*,0000,      ,        ,    27.7868,    29.7100,    29.0928
30258            , ,30258 P         ,095,00026 ,XE ,129992             ,985 ,   , 3  8,     200, 5/10/16,     120, ,0000,      ,        ,    27.7868,    29.7100,    29.0928
30258            , ,30258 P         ,095,00026 ,XE ,129992             ,985 ,   , 3  8,     200, 6/06/16,     120, ,0000,      ,        ,    27.7868,    29.7100,    29.0928
30258            , ,30258 P         ,095,00026 ,XE ,129992             ,985 ,   , 3  8,     200, 9/10/16,     120, ,0000,      ,        ,    27.7868,    29.7100,    29.0928
30258            , ,30258 P         ,095,00026 ,XE ,129992             ,985 ,   , 3  8,     200,10/15/16,     120, ,0000,      ,        ,    27.7868,    29.7100,    29.0928
30271            ,*,30271           ,095,00026 ,XE ,129992             ,251 ,   , 1 28,   47400, 4/25/16,     900, ,0000,      ,    2700,      .2728,      .3000,      .2847
30271            , ,30271           ,095,00026 ,XE ,129992             ,251 ,   , 1 28,   47400, 5/16/16,    1200, ,0000,      ,    2700,      .2728,      .3000,      .2847
30271            , ,30271           ,095,00026 ,XE ,129992             ,251 ,   , 1 28,   47400, 6/15/16,    1200, ,0000,      ,    2700,      .2728,      .3000,      .2847
30271            , ,30271           ,095,00026 ,XE ,129992             ,251 ,   , 1 28,   47400, 8/02/16,    1200, ,0000,      ,    2700,      .2728,      .3000,      .2847
30271            , ,30271           ,095,00026 ,XE ,129992             ,251 ,   , 1 28,   47400, 9/02/16,    1200, ,0000,      ,    2700,      .2728,      .3000,      .2847
30271            , ,30271           ,095,00026 ,XE ,129992             ,251 ,   , 1 28,   47400,12/02/16,    1200, ,0000,      ,    2700,      .2728,      .3000,      .2847
30275            ,*,30275           ,095,00026 ,XE ,129992             ,250 ,   , 4 15,   45600, 5/16/16,    1200, ,0000,      ,        ,      .0559,      .0800,      .0580
30275            , ,30275           ,095,00026 ,XE ,129992             ,250 ,   , 4 15,   45600, 6/15/16,    1200, ,0000,      ,        ,      .0559,      .0800,      .0580
30275            , ,30275           ,095,00026 ,XE ,129992             ,250 ,   , 4 15,   45600, 7/15/16,    1200, ,0000,      ,        ,      .0559,      .0800,      .0580
30275            , ,30275           ,095,00026 ,XE ,129992             ,250 ,   , 4 15,   45600, 8/15/16,    1200, ,0000,      ,        ,      .0559,      .0800,      .0580
30275            , ,30275           ,095,00026 ,XE ,129992             ,250 ,   , 4 15,   45600, 9/15/16,    1200, ,0000,      ,        ,      .0559,      .0800,      .0580
30982            , ,30982           ,095,00026 ,XE ,129992             ,159 ,   ,     ,        ,11/02/16,     100, ,0000,      ,        ,      .1117,      .0000,      .1504
31043            , ,31043 P         ,095,00026 ,XE ,129992             ,158 ,   , 3 24,     490, 4/15/16,     260,*,0000,      ,        ,     1.9582,     2.1200,     2.0307
31044            , ,31044 P         ,095,00026 ,XE ,129992             ,158 ,   , 3 24,     900, 4/15/16,     260,*,0000,      ,        ,     3.0156,     3.2600,     3.1272
31623            , ,31623 P         ,095,00026 ,XE ,129992             ,158 ,   , 3 24,     470, 4/15/16,     110,*,0000,      ,        ,     2.9037,     3.1400,     3.0111
34729            ,*,34729           ,095,00026 ,XE ,129992             ,250 ,   , 4 15,   85400, 4/25/16,    2100, ,0000,      ,    2100,      .1397,      .1800,      .1449
34729            , ,34729           ,095,00026 ,XE ,129992             ,250 ,   , 4 15,   85400, 5/16/16,    2100, ,0000,      ,    2100,      .1397,      .1800,      .1449
34729            , ,34729           ,095,00026 ,XE ,129992             ,250 ,   , 4 15,   85400, 6/15/16,    2100, ,0000,      ,    2100,      .1397,      .1800,      .1449
34729            , ,34729           ,095,00026 ,XE ,129992             ,250 ,   , 4 15,   85400, 7/15/16,    2100, ,0000,      ,    2100,      .1397,      .1800,      .1449
34729            , ,34729           ,095,00026 ,XE ,129992             ,250 ,   , 4 15,   85400, 8/15/16,    2100, ,0000,      ,    2100,      .1397,      .1800,      .1449
34729            , ,34729           ,095,00026 ,XE ,129992             ,250 ,   , 4 15,   85400,10/15/16,    2100, ,0000,      ,    2100,      .1397,      .1800,      .1449
34729            , ,34729           ,095,00026 ,XE ,129992             ,250 ,   , 4 15,   85400,11/15/16,    2100, ,0000,      ,    2100,      .1397,      .1800,      .1449
35082            ,*,35082           ,095,00026 ,XE ,129992             ,250 ,   , 4 15,  237600, 5/16/16,    4800, ,0000,      ,        ,      .0838,      .1000,      .0869
35082            , ,35082           ,095,00026 ,XE ,129992             ,250 ,   , 4 15,  237600, 5/25/16,    2400, ,0000,      ,        ,      .0838,      .1000,      .0869
35082            , ,35082           ,095,00026 ,XE ,129992             ,250 ,   , 4 15,  237600, 6/15/16,    2400, ,0000,      ,        ,      .0838,      .1000,      .0869
35082            , ,35082           ,095,00026 ,XE ,129992             ,250 ,   , 4 15,  237600, 7/15/16,    2400, ,0000,      ,        ,      .0838,      .1000,      .0869
35082            , ,35082           ,095,00026 ,XE ,129992             ,250 ,   , 4 15,  237600, 8/15/16,    2400, ,0000,      ,        ,      .0838,      .1000,      .0869
37104            ,*,37104           ,095,00026 ,XE ,129992             ,250 ,   ,12  9,   14800, 7/02/16,     400, ,0000,      ,        ,      .1862,      .2700,      .1931
37104            , ,37104           ,095,00026 ,XE ,129992             ,250 ,   ,12  9,   14800, 9/10/16,     400, ,0000,      ,        ,      .1862,      .2700,      .1931
40638            ,*,40638           ,095,00026 ,XE ,129992             ,252 ,   , 3 24,    3000, 5/02/16,     750, ,0000,      ,        ,      .1100,      .1500,      .1152
40638            , ,40638           ,095,00026 ,XE ,129992             ,252 ,   , 3 24,    3000, 6/02/16,     750, ,0000,      ,        ,      .1100,      .1500,      .1152
40638            , ,40638           ,095,00026 ,XE ,129992             ,252 ,   , 3 24,    3000, 7/15/16,     750, ,0000,      ,        ,      .1100,      .1500,      .1152
40638            , ,40638           ,095,00026 ,XE ,129992             ,252 ,   , 3 24,    3000, 8/15/16,     750, ,0000,      ,        ,      .1100,      .1500,      .1152
40638            , ,40638           ,095,00026 ,XE ,129992             ,252 ,   , 3 24,    3000, 9/15/16,     750, ,0000,      ,        ,      .1100,      .1500,      .1152
40638            , ,40638           ,095,00026 ,XE ,129992             ,252 ,   , 3 24,    3000,10/15/16,    1500, ,0000,      ,        ,      .1100,      .1500,      .1152
40835            ,*,40835           ,095,00026 ,XE ,129992             ,159 ,   , 4 15,   70000, 4/18/16,    1000,*,0000,      ,        ,      .0821,      .0900,      .0857
40835            , ,40835           ,095,00026 ,XE ,129992             ,159 ,   , 4 15,   70000, 5/10/16,    2000, ,0000,      ,        ,      .0821,      .0900,      .0857
40835            , ,40835           ,095,00026 ,XE ,129992             ,159 ,   , 4 15,   70000, 6/10/16,    2000, ,0000,      ,        ,      .0821,      .0900,      .0857
40835            , ,40835           ,095,00026 ,XE ,129992             ,159 ,   , 4 15,   70000, 8/09/16,    2000, ,0000,      ,        ,      .0821,      .0900,      .0857
41907            , ,41907           ,095,00026 ,XE ,129992             ,253 ,   ,     ,        ,12/02/16,     100, ,0000,      ,        ,      .0670,      .0700,      .0692
42449            ,*,42449           ,095,00026 ,XE ,129992             ,210 ,   , 2 26,   76898, 5/10/16,    1980, ,0000,      ,        ,     2.4600,     2.6600,     2.5670
42449            , ,42449           ,095,00026 ,XE ,129992             ,210 ,   , 2 26,   76898, 6/10/16,    1980, ,0000,      ,        ,     2.4600,     2.6600,     2.5670
42737            ,*,42737           ,095,00026 ,XE ,129992             ,250 ,   , 1 28,   24000, 6/04/16,    1500, ,0000,      ,        ,      .1024,      .1200,      .1062
42737            , ,42737           ,095,00026 ,XE ,129992             ,250 ,   , 1 28,   24000, 7/04/16,    1500, ,0000,      ,        ,      .1024,      .1200,      .1062
43085 2          , ,43085           ,095,00026 ,XE ,129992             ,210 ,   , 9 11,    3312, 4/25/16,     414, ,0000,      ,        ,     1.8700,     2.1300,     1.9513
43161            , ,43161 P         ,095,00026 ,XE ,129992             ,280 ,   , 3 24,     269, 3/14/16,       6,*,0000,      ,       6,     2.1398,     2.3200,     2.2190
43161            , ,43161 P         ,095,00026 ,XE ,129992             ,280 ,   , 3 24,     269, 4/18/16,      40,*,0000,      ,       6,     2.1398,     2.3200,     2.2190
43180            , ,43180           ,095,00026 ,XE ,129992             ,2531,   ,     ,        ,12/02/16,     100, ,0000,      ,        ,      .0745,      .0800,      .0790
44133            ,*,44133           ,095,00026 ,XE ,129992             ,251 ,   , 3 24,    8050, 5/02/16,     700, ,0000,      ,        ,      .3361,      .3600,      .3507
44133            , ,44133           ,095,00026 ,XE ,129992             ,251 ,   , 3 24,    8050, 6/02/16,     700, ,0000,      ,        ,      .3361,      .3600,      .3507
44133            , ,44133           ,095,00026 ,XE ,129992             ,251 ,   , 3 24,    8050, 9/02/16,     350, ,0000,      ,        ,      .3361,      .3600,      .3507
44133            , ,44133           ,095,00026 ,XE ,129992             ,251 ,   , 3 24,    8050,10/15/16,     350, ,0000,      ,        ,      .3361,      .3600,      .3507
44133            , ,44133           ,095,00026 ,XE ,129992             ,251 ,   , 3 24,    8050,11/15/16,     350, ,0000,      ,        ,      .3361,      .3600,      .3507
44895            ,*,44895           ,095,00026 ,XE ,129992             ,210 ,   , 2 26,   44658, 4/20/16,    1800, ,0000,      ,    1800,     2.1700,     2.3500,     2.2644
44895            , ,44895           ,095,00026 ,XE ,129992             ,210 ,   , 2 26,   44658, 6/10/16,    1800, ,0000,      ,    1800,     2.1700,     2.3500,     2.2644
44895            , ,44895           ,095,00026 ,XE ,129992             ,210 ,   , 2 26,   44658, 8/10/16,    1800, ,0000,      ,    1800,     2.1700,     2.3500,     2.2644
46082            , ,46082           ,095,00026 ,XE ,129992             ,253 ,   ,     ,        ,10/05/16,    1000, ,0000,      ,        ,      .2600,      .2800,      .2757
46176            , ,46176           ,095,00026 ,XE ,129992             ,204 ,   , 1 14,   33000, 6/15/16,    1500, ,0000,      ,        ,      .3457,      .4200,      .3585
46176            , ,46176           ,095,00026 ,XE ,129992             ,204 ,   , 1 14,   33000, 9/15/16,    1500, ,0000,      ,        ,      .3457,      .4200,      .3585
46411            , ,46411           ,095,00026 ,XE ,129992             ,210 ,   , 4 15,   15720, 4/18/16,     360,*,0000,      ,        ,     4.1100,     4.4500,     4.2888
46411            , ,46411           ,095,00026 ,XE ,129992             ,210 ,   , 4 15,   15720, 5/16/16,     480, ,0000,      ,        ,     4.1100,     4.4500,     4.2888
46411            , ,46411           ,095,00026 ,XE ,129992             ,210 ,   , 4 15,   15720, 7/15/16,     240, ,0000,      ,        ,     4.1100,     4.4500,     4.2888
46439            , ,46439           ,095,00026 ,XE ,129992             ,252 ,   , 1 21,   12000, 8/02/16,    2000, ,0000,      ,        ,      .0311,      .0337,      .0326
46439            , ,46439           ,095,00026 ,XE ,129992             ,252 ,   , 1 21,   12000,12/02/16,    2000, ,0000,      ,        ,      .0311,      .0337,      .0326
46471            , ,46471           ,095,00026 ,XE ,129992             ,255 ,   , 3  3,   26029, 5/02/16,    1000, ,0000,      ,        ,     3.5099,     3.8000,     3.6626
46471            , ,46471           ,095,00026 ,XE ,129992             ,255 ,   , 3  3,   26029, 6/02/16,    1000, ,0000,      ,        ,     3.5099,     3.8000,     3.6626
46471            , ,46471           ,095,00026 ,XE ,129992             ,255 ,   , 3  3,   26029, 8/15/16,    1000, ,0000,      ,        ,     3.5099,     3.8000,     3.6626
46640            , ,46640           ,095,00026 ,XE ,129992             ,123 ,   , 3 24,   42162, 6/15/16,    2016, ,0000,      ,        ,     2.9010,     3.6600,     3.0373
46640            , ,46640           ,095,00026 ,XE ,129992             ,123 ,   , 3 24,   42162, 7/15/16,    2016, ,0000,      ,        ,     2.9010,     3.6600,     3.0373
47507            ,*,47507           ,095,00026 ,XE ,129992             ,210 ,   , 2 26,   21888, 6/02/16,     288, ,0000,      ,        ,     1.7500,     1.8900,     1.8148
47743 1          , ,47743 1         ,095,00026 ,XE ,129992             ,V999,   ,     ,     100, 4/18/16,     200,*,0000,      ,        ,      .0000,    22.7900,    22.0509
47743 2          , ,47743 2         ,095,00026 ,XE ,129992             ,V999,   ,     ,     100, 4/18/16,     200,*,0000,      ,        ,      .0000,     6.6300,     6.4197
47759            , ,47759 P         ,095,00026 ,XE ,129992             ,250 ,   , 3  3,     500, 4/18/16,     650,*,0000,      ,        ,     2.1237,     2.3000,     2.2235
47759            , ,47759 P         ,095,00026 ,XE ,129992             ,250 ,   , 3  3,     500, 5/02/16,     150, ,0000,      ,        ,     2.1237,     2.3000,     2.2235
47759            , ,47759 P         ,095,00026 ,XE ,129992             ,250 ,   , 3  3,     500, 6/02/16,     150, ,0000,      ,        ,     2.1237,     2.3000,     2.2235
47759            , ,47759 P         ,095,00026 ,XE ,129992             ,250 ,   , 3  3,     500, 7/02/16,     200, ,0000,      ,        ,     2.1237,     2.3000,     2.2235
47759            , ,47759 P         ,095,00026 ,XE ,129992             ,250 ,   , 3  3,     500, 8/02/16,     250, ,0000,      ,        ,     2.1237,     2.3000,     2.2235
47759            , ,47759 P         ,095,00026 ,XE ,129992             ,250 ,   , 3  3,     500, 9/02/16,     150, ,0000,      ,        ,     2.1237,     2.3000,     2.2235
47759            , ,47759 P         ,095,00026 ,XE ,129992             ,250 ,   , 3  3,     500,10/03/16,     200, ,0000,      ,        ,     2.1237,     2.3000,     2.2235
47759            , ,47759 P         ,095,00026 ,XE ,129992             ,250 ,   , 3  3,     500,11/03/16,     100, ,0000,      ,        ,     2.1237,     2.3000,     2.2235
47759            , ,47759 P         ,095,00026 ,XE ,129992             ,250 ,   , 3  3,     500,12/02/16,     100, ,0000,      ,        ,     2.1237,     2.3000,     2.2235
47760            , ,47760           ,095,00026 ,XE ,129992             ,250 ,   , 3 24,    1000, 6/02/16,    1000, ,0000,      ,        ,      .0931,      .1000,      .0975
47760            , ,47760           ,095,00026 ,XE ,129992             ,250 ,   , 3 24,    1000, 8/02/16,    1000, ,0000,      ,        ,      .0931,      .1000,      .0975
47766            , ,47766           ,095,00026 ,XE ,129992             ,250 ,   , 3 31,      50, 5/02/16,     200, ,0000,      ,    2350,      .1702,      .1800,      .1765
47766            , ,47766           ,095,00026 ,XE ,129992             ,250 ,   , 3 31,      50, 6/02/16,     200, ,0000,      ,    2350,      .1702,      .1800,      .1765
47766            , ,47766           ,095,00026 ,XE ,129992             ,250 ,   , 3 31,      50, 7/02/16,     200, ,0000,      ,    2350,      .1702,      .1800,      .1765
47766            , ,47766           ,095,00026 ,XE ,129992             ,250 ,   , 3 31,      50, 9/02/16,     200, ,0000,      ,    2350,      .1702,      .1800,      .1765
47766            , ,47766           ,095,00026 ,XE ,129992             ,250 ,   , 3 31,      50,10/15/16,     100, ,0000,      ,    2350,      .1702,      .1800,      .1765
47766            , ,47766           ,095,00026 ,XE ,129992             ,250 ,   , 3 31,      50,11/03/16,     200, ,0000,      ,    2350,      .1702,      .1800,      .1765
47766            , ,47766           ,095,00026 ,XE ,129992             ,250 ,   , 3 31,      50,12/03/16,     100, ,0000,      ,    2350,      .1702,      .1800,      .1765
47767            , ,47767           ,095,00026 ,XE ,129992             ,253 ,   , 4 15,     400, 6/02/16,     200, ,0000,      ,     400,      .2526,      .2700,      .2619
47767            , ,47767           ,095,00026 ,XE ,129992             ,253 ,   , 4 15,     400, 7/02/16,     200, ,0000,      ,     400,      .2526,      .2700,      .2619
47767            , ,47767           ,095,00026 ,XE ,129992             ,253 ,   , 4 15,     400,11/03/16,     200, ,0000,      ,     400,      .2526,      .2700,      .2619
47767            , ,47767           ,095,00026 ,XE ,129992             ,253 ,   , 4 15,     400,12/03/16,     200, ,0000,      ,     400,      .2526,      .2700,      .2619
48058            , ,48058           ,095,00026 ,XE ,129992             ,159 ,   , 3 24,    1500, 7/05/16,     750, ,0000,      ,        ,      .1597,      .1700,      .1656
48774 1          , ,48774 1 P       ,095,00026 ,XE ,129992             ,252 ,   ,     ,        , 9/02/16,     100, ,0000,      ,        ,      .5418,      .5900,      .5673
48774 1          , ,48774 1 P       ,095,00026 ,XE ,129992             ,252 ,   ,     ,        ,11/02/16,     100, ,0000,      ,        ,      .5418,      .5900,      .5673
48774 1          , ,48774 1 P       ,095,00026 ,XE ,129992             ,252 ,   ,     ,        ,12/02/16,     100, ,0000,      ,        ,      .5418,      .5900,      .5673
5017091          ,*,5017091         ,095,00026 ,XE ,129992             ,V999,   , 2 26,     460, 4/15/16,     252,*,0000,      ,    7200,     5.3300,     7.6300,     5.1483
5017091          , ,5017091         ,095,00026 ,XE ,129992             ,V999,   , 2 26,     460, 7/15/16,     252, ,0000,      ,    7200,     5.3300,     7.6300,     5.1483
5017091          , ,5017091         ,095,00026 ,XE ,129992             ,V999,   , 2 26,     460,11/15/16,     252, ,0000,      ,    7200,     5.3300,     7.6300,     5.1483
50330 102        , ,50330 102       ,095,00026 ,XE ,129992             ,152 ,   ,     ,        , 6/02/16,    1500, ,0000,      ,        ,      .2819,      .3000,      .2923
50330 104        , ,50330 104       ,095,00026 ,XE ,129992             ,152 ,   ,     ,        , 6/02/16,    1500, ,0000,      ,        ,      .2847,      .3000,      .3229
50330 107        , ,50330 107       ,095,00026 ,XE ,129992             ,152 ,   ,     ,        , 6/02/16,    1500, ,0000,      ,        ,      .2876,      .3100,      .2982
50330 109        , ,50330 109       ,095,00026 ,XE ,129992             ,152 ,   ,     ,        , 6/02/16,    1500, ,0000,      ,        ,      .2903,      .3100,      .3656
50330 112        , ,50330 112       ,095,00026 ,XE ,129992             ,152 ,   ,     ,        , 6/02/16,    1500, ,0000,      ,        ,      .2930,      .3100,      .3559
50330 114        , ,50330 114       ,095,00026 ,XE ,129992             ,152 ,   ,     ,        , 6/02/16,    1500, ,0000,      ,        ,      .2957,      .3200,      .3548
50330 117        , ,50330 117       ,095,00026 ,XE ,129992             ,152 ,   ,     ,        , 6/02/16,    1500, ,0000,      ,        ,      .2984,      .3200,      .3648
50330 119        , ,50330 119       ,095,00026 ,XE ,129992             ,152 ,   ,     ,        , 6/02/16,    1500, ,0000,      ,        ,      .3012,      .3200,      .3545
50330 122        , ,50330 122       ,095,00026 ,XE ,129992             ,152 ,   ,     ,        , 6/02/16,    1500, ,0000,      ,        ,      .3041,      .3300,      .3154
50330 89         , ,50330 89        ,095,00026 ,XE ,129992             ,152 ,   ,     ,        , 6/02/16,    1500, ,0000,      ,        ,      .2649,      .2800,      .3191
50330 91         , ,50330 91        ,095,00026 ,XE ,129992             ,152 ,   ,     ,        , 6/02/16,    1500, ,0000,      ,        ,      .2681,      .2900,      .3315
50330 94         , ,50330 94        ,095,00026 ,XE ,129992             ,152 ,   ,     ,        , 6/02/16,    1500, ,0000,      ,        ,      .2715,      .2900,      .2815
50330 97         , ,50330 97        ,095,00026 ,XE ,129992             ,152 ,   ,     ,        , 6/02/16,    1500, ,0000,      ,        ,      .2748,      .2900,      .2850
50330 99         , ,50330 99        ,095,00026 ,XE ,129992             ,152 ,   ,     ,        , 6/02/16,    1500, ,0000,      ,        ,      .2781,      .3000,      .3371
50381            , ,50381           ,095,00026 ,XE ,129992             ,210 ,   , 4  8,     992, 5/01/16,     408, ,0000,      ,     408,     3.8000,     4.1100,     3.9406
50421            , ,50421           ,095,00026 ,XE ,129992             ,206 ,   , 3 24,    1570, 6/02/16,     480, ,0000,      ,     525,     2.6600,     2.9300,     2.7584
50421            , ,50421           ,095,00026 ,XE ,129992             ,206 ,   , 3 24,    1570, 8/02/16,     480, ,0000,      ,     525,     2.6600,     2.9300,     2.7584
51690 1          , ,51690           ,095,00026 ,XE ,129992             ,210 ,   , 4  8,   13866, 5/16/16,     480, ,0000,      ,        ,     7.5000,     8.1100,     7.7775
51690 1          , ,51690           ,095,00026 ,XE ,129992             ,210 ,   , 4  8,   13866, 6/15/16,     240, ,0000,      ,        ,     7.5000,     8.1100,     7.7775
51690 1          , ,51690           ,095,00026 ,XE ,129992             ,210 ,   , 4  8,   13866, 7/15/16,     240, ,0000,      ,        ,     7.5000,     8.1100,     7.7775
52473            ,*,52473           ,095,00026 ,XE ,129992             ,158 ,   , 3  7,   30750, 3/05/16,     500,*,0000,      ,        ,      .5935,      .7800,      .6155
52473            , ,52473           ,095,00026 ,XE ,129992             ,158 ,   , 3  7,   30750, 4/15/16,    1500,*,0000,      ,        ,      .5935,      .7800,      .6155
52473            , ,52473           ,095,00026 ,XE ,129992             ,158 ,   , 3  7,   30750, 4/18/16,     250,*,0000,      ,        ,      .5935,      .7800,      .6155
52473            , ,52473           ,095,00026 ,XE ,129992             ,158 ,   , 3  7,   30750, 6/10/16,    1000, ,0000,      ,        ,      .5935,      .7800,      .6155
54254            ,*,54254           ,095,00026 ,XE ,129992             ,V999,   , 4 15,    9185, 6/15/16,    3080, ,0000,      ,     308,      .2692,      .3100,      .3026
54254            , ,54254           ,095,00026 ,XE ,129992             ,V999,   , 4 15,    9185, 8/15/16,    3080, ,0000,      ,     308,      .2692,      .3100,      .3026
54254            , ,54254           ,095,00026 ,XE ,129992             ,V999,   , 4 15,    9185,10/15/16,    3080, ,0000,      ,     308,      .2692,      .3100,      .3026
54520            , ,54520           ,095,00026 ,XE ,129992             ,210 ,   ,     ,        , 5/01/16,    1400, ,0000,      ,     408,    13.2800,    14.3700,    13.7714
54829            , ,54829           ,095,00026 ,XE ,129992             ,251 ,   , 4 15,   14740, 6/15/16,    1340, ,0000,      ,        ,      .0952,      .1200,      .0987
54829            , ,54829           ,095,00026 ,XE ,129992             ,251 ,   , 4 15,   14740, 7/15/16,    1340, ,0000,      ,        ,      .0952,      .1200,      .0987
54829            , ,54829           ,095,00026 ,XE ,129992             ,251 ,   , 4 15,   14740, 8/15/16,    1340, ,0000,      ,        ,      .0952,      .1200,      .0987
54829            , ,54829           ,095,00026 ,XE ,129992             ,251 ,   , 4 15,   14740,10/15/16,    1340, ,0000,      ,        ,      .0952,      .1200,      .0987
54829            , ,54829           ,095,00026 ,XE ,129992             ,251 ,   , 4 15,   14740,12/15/16,    1340, ,0000,      ,        ,      .0952,      .1200,      .0987
55 6 118X        , ,55 6 118X       ,095,00026 ,XE ,129992             ,V132,   ,     ,        , 5/09/16,    5328, ,0000,      ,        ,      .9841,     1.0647,     1.0205
55650            , ,55650 P         ,095,00026 ,XE ,129992             ,531 ,   , 3 31,    1500, 7/11/16,     480, ,0000,      ,        ,     5.7400,     6.2100,     5.9524
55650            , ,55650 P         ,095,00026 ,XE ,129992             ,531 ,   , 3 31,    1500, 9/15/16,     480, ,0000,      ,        ,     5.7400,     6.2100,     5.9524
55652            , ,55652           ,095,00026 ,XE ,129992             ,531 ,   , 3  3,    1513, 4/20/16,     105, ,0000,      ,        ,    11.6295,    14.6500,    14.0453
55654            , ,55654           ,095,00026 ,XE ,129992             ,122 ,   , 8  5,    1440, 7/11/16,     480, ,0000,      ,     480,     3.1869,     3.6600,     3.5287
55654            , ,55654           ,095,00026 ,XE ,129992             ,122 ,   , 8  5,    1440, 9/15/16,     480, ,0000,      ,     480,     3.1869,     3.6600,     3.5287
620142           , ,620142          ,095,00026 ,XE ,129992             ,230 ,   ,     ,        , 6/02/16,    1000, ,0000,      ,    3000,      .1157,      .1200,      .1200
73797 X P        , ,73797 X P       ,095,00026 ,XE ,129992             ,9943,   , 3 24,    2086, 4/18/16,      20,*,0000,      ,        ,   108.1159,   116.9700,   112.8189
73797 X P        , ,73797 X P       ,095,00026 ,XE ,129992             ,9943,   , 3 24,    2086, 5/16/16,      60, ,0000,      ,        ,   108.1159,   116.9700,   112.8189
73797 X P        , ,73797 X P       ,095,00026 ,XE ,129992             ,9943,   , 3 24,    2086, 6/15/16,      30, ,0000,      ,        ,   108.1159,   116.9700,   112.8189
73797 X P        , ,73797 X P       ,095,00026 ,XE ,129992             ,9943,   , 3 24,    2086, 7/15/16,      20, ,0000,      ,        ,   108.1159,   116.9700,   112.8189
84198            , ,84198 P         ,095,00026 ,XE ,129992             ,973 ,   , 4  8,     552, 5/02/16,      18, ,0000,      ,        ,    94.2200,   101.9300,    98.6483
84198            , ,84198 P         ,095,00026 ,XE ,129992             ,973 ,   , 4  8,     552, 6/02/16,      90, ,0000,      ,        ,    94.2200,   101.9300,    98.6483
84198            , ,84198 P         ,095,00026 ,XE ,129992             ,973 ,   , 4  8,     552, 7/02/16,     180, ,0000,      ,        ,    94.2200,   101.9300,    98.6483
84198            , ,84198 P         ,095,00026 ,XE ,129992             ,973 ,   , 4  8,     552, 8/02/16,      90, ,0000,      ,        ,    94.2200,   101.9300,    98.6483
